1,18260
2,18460
3,18720
4,19000
5,19130
6,19350
7,19590
8,19810
9,20060
10,20280
11,20550
12,20810
1,20910
3,20940
2,21120
4,21550
5,21770
6,22000
7,22210
8,22440
9,22630
10,22840
11,23060
12,23250
1,23720
2,23890
3,24060
4,24290
5,24500
6,24720
7,24940
8,25100
9,25350
10,25540
11,25750
12,25960
1,26150
2,26350
3,26560
4,26760
5,26940
6,27180
7,27400
8,27560
9,27750
10,27940
11,28100
12,28440
1,28900
2,29050
3,29220
4,29440
5,29600
6,29820
7,30040
8,30190
9,30350
10,30570
11,30800
12,31040
1,31260
2,31450
3,31620
4,31810
5,32000
6,32220
7,32420
8,32630
9,32800
10,33040
11,33220
12,33470
1,33940
2,34090
3,34270
4,34470
5,34630
6,34840
7,35060
8,35290
9,35470
10,35690
11,35910
12,36140
1,36310
2,36490
3,36650
4,36830
5,37020
6,37220
7,37470
8,37650
9,37880
10,38120
11,38300
12,38570
1,39040
2,39150
3,39310
4,39520
5,39710
6,39910
7,40110
8,40270
9,40510
10,40720
11,40990
12,41160
1,41350
2,41540
3,41730
4,41930
5,42110
6,42320
7,42530
8,42710
9,42920
10,43120
11,43330
12,43610
1,44000
2,44170
3,44380
4,44550
5,44760
6,44960
7,45200
8,45380
9,45560
10,45780
11,45990
12,46170
1,46400
2,46570
3,46750
4,46930
5,47110
6,47330
7,47580
8,47800
9,47990
10,48210
11,48360
12,48640
1,49090
2,49220
3,49400
4,49610
5,49780
6,49980
7,50190
8,50370
9,50560
10,50770
11,51000
12,51270
1,51450
2,51620
3,51790
4,52010
5,52160
6,52370
7,52600
8,52740
9,52980
10,53210
11,53370
12,53690
1,54130
2,54300
3,54460
4,54680
5,54850
6,55030
7,55230
8,55350
9,55590
10,55790
11,56010
12,56270
1,56440
2,56670
3,56850
4,57060
5,57220
6,57430
7,57660
8,57810
9,58010
10,58240
11,58400
12,58690
1,59120
2,59280
3,59480
4,59650
5,59840
6,60000
7,60220
8,60420
9,60620
